"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000064393",7555.36411734375,1.31439161668806,0.113459019419155,11.58472568701,4.92540815402293e-31,7.17116868104422e-29
"ENSG00000012660",39186.930885031,1.09616480640205,0.0946550338539233,11.5806287502228,5.16657124954565e-31,7.46530404868061e-29
"ENSG00000146094",374.687904020182,2.26609685965175,0.196656630295497,11.5231144571464,1.00896871054911e-30,1.44692182077468e-28
"ENSG00000155850",1540.16118905602,1.63359072809562,0.142033353360691,11.50145856197,1.29704855429465e-30,1.84616470716879e-28
"ENSG00000185133",460.761350385072,2.42820396228149,0.211658778416041,11.4722572834119,1.81852780893958e-30,2.56924302962257e-28
"ENSG00000265817",612.058933692237,2.00280982435083,0.175601948319635,11.4053963723982,3.92983190041974e-30,5.51130028211071e-28
"ENSG00000075886",407.967186064701,2.28583317860126,0.201307102869132,11.3549554189713,7.00756294276202e-30,9.75585751878103e-28
"ENSG00000069399",339.438833394593,2.65029492198825,0.233908304183596,11.330486667579,9.26882972101182e-30,1.2810462990497e-27
"ENSG00000079819",933.995592519321,1.59939684562908,0.141619982857676,11.2935816920443,1.41164505362924e-29,1.93700043941514e-27
"ENSG00000198840",22030.468113521,-1.65567059117947,0.146646987886965,-11.2901779643484,1.46739261103677e-29,1.99911280502174e-27
"ENSG00000171388",863.976376514639,1.73842131789221,0.156650610262457,11.0974436357421,1.29083264703751e-28,1.74610291325862e-26
"ENSG00000077092",1298.44625826481,1.76111281207865,0.160261589930521,10.9889887704355,4.31736036822633e-28,5.79894466923808e-26
"ENSG00000013441",3243.03575526502,1.35729503428202,0.124021620689086,10.9440194922518,7.0981561476015e-28,9.46735190232192e-26
"ENSG00000064225",638.366955194493,5.38894153752684,0.493905287010033,10.9108804446092,1.02261093809277e-27,1.35446239043357e-25
"ENSG00000100867",364.739932109928,-2.35185888753075,0.216718496379414,-10.8521373432441,1.94815655410461e-27,2.56256482458187e-25
"ENSG00000131398",728.600538358802,1.85640699393244,0.171800961374133,10.8055681358483,3.23945380288119e-27,4.23192482070911e-25
"ENSG00000111859",565.368404930592,2.05358024349937,0.190938637062875,10.7551843623097,5.60218814833305e-27,7.26874384715349e-25
"ENSG00000134755",2835.84294874213,1.32918976878977,0.124366009298664,10.6877254989965,1.16185318814717e-26,1.49729904442777e-24
"ENSG00000105879",1943.2485412329,1.22064685238574,0.114452724946583,10.6650746232162,1.48279973227529e-26,1.89808317407292e-24
"ENSG00000122085",2282.13104961533,1.25627194707523,0.118234993450237,10.6252126415009,2.27493118500892e-26,2.89265083277834e-24
"ENSG00000087301",1070.48365502625,1.47811489048505,0.139224840287367,10.6167468925383,2.49090945450384e-26,3.13615461915947e-24
"ENSG00000108960",897.066054842265,1.56185976279732,0.147117199906559,10.616432094883,2.49932104080238e-26,3.13615461915947e-24
"ENSG00000118263",1459.56306392402,1.62804349509476,0.153503464476422,10.6059071738073,2.79735918243557e-26,3.48719161350285e-24
"ENSG00000065809",4213.33550797888,1.39975897332168,0.132005710430102,10.6037759181854,2.86186925353076e-26,3.54444365406443e-24
"ENSG00000169499",1874.7226701684,1.56761781542788,0.148457021572343,10.5594049969808,4.59565539897174e-26,5.6550280919089e-24
"ENSG00000124181",2608.62085949717,1.12700013724828,0.106859549528441,10.5465551953158,5.26937511127459e-26,6.44248663444489e-24
"ENSG00000164211",1083.57227180879,1.65435856264545,0.156895681945627,10.5443218202702,5.39607500180702e-26,6.55537187958378e-24
"ENSG00000164171",10535.6861049884,-1.37569280128216,0.130860354386123,-10.5126782495405,7.55179104247598e-26,9.11615889576863e-24
"ENSG00000129152",68.5682215196505,6.2793980194145,0.597826075166185,10.5037205305388,8.30412121275759e-26,9.96128955288839e-24
"ENSG00000118985",3685.01200769466,1.29772838418367,0.123754481600931,10.4863142521856,9.98476880749557e-26,1.19024684665852e-23
